,county,original_tweet,tweets_list,tweet_str,tweet_slice,tweet_text
8,Baltimore MD,['RT @SmoothOn: Italian props and mask maker @DFProps has been quite busy creating tutorials with Smooth-On materials purchased from our Ital…'],"['Grateful that we got to have St. Patrick’s Day dinner, mask free, with my fully vaccinated mother in law @MaryHar33341520 tonight. Better days ahead! ☘️❤️☘️❤️☘️❤️'
 'RT @SmoothOn: Italian props and mask maker @DFProps has been quite busy creating tutorials with Smooth-On materials purchased from our Ital…'
 'RT @FOX29philly: The same woman who went viral for refusing to wear a mask at a Galveston Bank of America has just been arrested after refu…'
 'RT @HeidiSongs: We made this Leprechaun mask/hat last year.  They are always fun!  \u2060\nMy teammate found the idea online and adapted it for o…'
 'RT @FordFischer: Sort of funny issue came across my Facebook newsfeed: An innocuous meme reading ""The truth will set you free, except on Fa…']",['RT @SmoothOn: Italian props and mask maker @DFProps has been quite busy creating tutorials with Smooth-On materials purchased from our Ital…'],ops has been quite busy creating tutorials with Smooth-On materials purchased from our Ital…'],'rt smoothon: italian props and mask maker dfprops has been quite busy creating tutorials with smooth-on materials purchased from our ital']
8,Baltimore MD,['RT @FOX29philly: The same woman who went viral for refusing to wear a mask at a Galveston Bank of America has just been arrested after refu…'],"['Grateful that we got to have St. Patrick’s Day dinner, mask free, with my fully vaccinated mother in law @MaryHar33341520 tonight. Better days ahead! ☘️❤️☘️❤️☘️❤️'
 'RT @SmoothOn: Italian props and mask maker @DFProps has been quite busy creating tutorials with Smooth-On materials purchased from our Ital…'
 'RT @FOX29philly: The same woman who went viral for refusing to wear a mask at a Galveston Bank of America has just been arrested after refu…'
 'RT @HeidiSongs: We made this Leprechaun mask/hat last year.  They are always fun!  \u2060\nMy teammate found the idea online and adapted it for o…'
 'RT @FordFischer: Sort of funny issue came across my Facebook newsfeed: An innocuous meme reading ""The truth will set you free, except on Fa…']",['RT @FOX29philly: The same woman who went viral for refusing to wear a mask at a Galveston Bank of America has just been arrested after refu…'],or refusing to wear a mask at a Galveston Bank of America has just been arrested after refu…'],'rt foxphilly: the same woman who went viral for refusing to wear a mask at a galveston bank of america has just been arrested after refu']
8,Baltimore MD,['RT @HeidiSongs: We made this Leprechaun mask/hat last year.  They are always fun!  \u2060\nMy teammate found the idea online and adapted it for o…'],"['Grateful that we got to have St. Patrick’s Day dinner, mask free, with my fully vaccinated mother in law @MaryHar33341520 tonight. Better days ahead! ☘️❤️☘️❤️☘️❤️'
 'RT @SmoothOn: Italian props and mask maker @DFProps has been quite busy creating tutorials with Smooth-On materials purchased from our Ital…'
 'RT @FOX29philly: The same woman who went viral for refusing to wear a mask at a Galveston Bank of America has just been arrested after refu…'
 'RT @HeidiSongs: We made this Leprechaun mask/hat last year.  They are always fun!  \u2060\nMy teammate found the idea online and adapted it for o…'
 'RT @FordFischer: Sort of funny issue came across my Facebook newsfeed: An innocuous meme reading ""The truth will set you free, except on Fa…']",['RT @HeidiSongs: We made this Leprechaun mask/hat last year.  They are always fun!  \u2060\nMy teammate found the idea online and adapted it for o…'], last year.  They are always fun!  \u2060\nMy teammate found the idea online and adapted it for o…'],'rt heidisongs: we made this leprechaun mask/hat last year  they are always fun  \u\nmy teammate found the idea online and adapted it for o']
8,Baltimore MD,"['RT @FordFischer: Sort of funny issue came across my Facebook newsfeed: An innocuous meme reading ""The truth will set you free, except on Fa…']","['Grateful that we got to have St. Patrick’s Day dinner, mask free, with my fully vaccinated mother in law @MaryHar33341520 tonight. Better days ahead! ☘️❤️☘️❤️☘️❤️'
 'RT @SmoothOn: Italian props and mask maker @DFProps has been quite busy creating tutorials with Smooth-On materials purchased from our Ital…'
 'RT @FOX29philly: The same woman who went viral for refusing to wear a mask at a Galveston Bank of America has just been arrested after refu…'
 'RT @HeidiSongs: We made this Leprechaun mask/hat last year.  They are always fun!  \u2060\nMy teammate found the idea online and adapted it for o…'
 'RT @FordFischer: Sort of funny issue came across my Facebook newsfeed: An innocuous meme reading ""The truth will set you free, except on Fa…']","['RT @FordFischer: Sort of funny issue came across my Facebook newsfeed: An innocuous meme reading ""The truth will set you free, except on Fa…']"," my Facebook newsfeed: An innocuous meme reading ""The truth will set you free, except on Fa…']",'rt fordfischer: sort of funny issue came across my facebook newsfeed: an innocuous meme reading the truth will set you free except on fa']
9,Cook County IL,"[""@weewoowagoneer People are the worst. Today at the DMV a man realized he forgot his mask while in line. I gave him the BOTD since I also didn't see the free ones near the entrance until we left, but then he actively refused to get behind the barrier when speaking to an employee. Ppl suck""]","[""@weewoowagoneer People are the worst. Today at the DMV a man realized he forgot his mask while in line. I gave him the BOTD since I also didn't see the free ones near the entrance until we left, but then he actively refused to get behind the barrier when speaking to an employee. Ppl suck""
 'Can’t wait til everyone gets their everything MSM &amp; online says is true vaccine so we can get back to living life again!!!  \n\n365 days mask &amp; covid free ❤️'
 ""RT @wlsam890: Manny's Deli is making a deal with the city; if they can go 30 days without having to remind a customer to wear a mask they w…""
 ""Manny's Deli is making a deal with the city; if they can go 30 days without having to remind a customer to wear a mask they will give out free sandwiches for a whole day. @mannysdeli Co-owner Dan Raskin joins @JohnHowellWLS to explain the details. https://t.co/grRizETmy1""
 '@patriottakes @mama_c2 @mtgreenee @Holly_4Congress The same hood rat that always wears the ""Free Speech"" mask! Oh, that\'s classic. 😂']","[""@weewoowagoneer People are the worst. Today at the DMV a man realized he forgot his mask while in line. I gave him the BOTD since I also didn't see the free ones near the entrance until we left, but then he actively refused to get behind the barrier when speaking to an employee. Ppl suck""]","he DMV a man realized he forgot his mask while in line. I gave him the BOTD since I also didn't see the free ones near the entrance until we left, but then he actively refused to get behind the barrier when speaking to an employee. Ppl suck""]",weewoowagoneer people are the worst today at the dmv a man realized he forgot his mask while in line i gave him the botd since i also didn't see the free ones near the entrance until we left but then he actively refused to get behind the barrier when speaking to an employee ppl suck]
9,Cook County IL,['Can’t wait til everyone gets their everything MSM &amp; online says is true vaccine so we can get back to living life again!!!  \n\n365 days mask &amp; covid free ❤️'],"[""@weewoowagoneer People are the worst. Today at the DMV a man realized he forgot his mask while in line. I gave him the BOTD since I also didn't see the free ones near the entrance until we left, but then he actively refused to get behind the barrier when speaking to an employee. Ppl suck""
 'Can’t wait til everyone gets their everything MSM &amp; online says is true vaccine so we can get back to living life again!!!  \n\n365 days mask &amp; covid free ❤️'
 ""RT @wlsam890: Manny's Deli is making a deal with the city; if they can go 30 days without having to remind a customer to wear a mask they w…""
 ""Manny's Deli is making a deal with the city; if they can go 30 days without having to remind a customer to wear a mask they will give out free sandwiches for a whole day. @mannysdeli Co-owner Dan Raskin joins @JohnHowellWLS to explain the details. https://t.co/grRizETmy1""
 '@patriottakes @mama_c2 @mtgreenee @Holly_4Congress The same hood rat that always wears the ""Free Speech"" mask! Oh, that\'s classic. 😂']",['Can’t wait til everyone gets their everything MSM &amp; online says is true vaccine so we can get back to living life again!!!  \n\n365 days mask &amp; covid free ❤️'],M &amp; online says is true vaccine so we can get back to living life again!!!  \n\n365 days mask &amp; covid free ❤️'],'cant wait til everyone gets their everything msm  online says is true vaccine so we can get back to living life again  \n\n days mask  covid free ']
10,St. Louis County MO,['@GovParsonMO Rural MO waits with baited breath for the Governor Hee Haw’s Mask Free Ho Down lineup announcement 🎵🎵🎵'],"['@GovParsonMO Rural MO waits with baited breath for the Governor Hee Haw’s Mask Free Ho Down lineup announcement 🎵🎵🎵'
 'Our kids need to be back in school immediately. Businesses need to be given free reign to operate. Remove mask, social distancing mandates along with occupancy and hour reductions. No data supports continuing these measures. All data supports opening up completely right now. https://t.co/Q9CEmRIv6g'
 ""3-17 Activities\n\nBoys Volleyball Scrimmage vs FZN - 4 PM\n\n* Admission - FREE\n* Wear a Mask\n* Social Distance\n\nLet's GO Dogs!""
 'RT @ZumSouth: March 16 Activities\n\nV Girls Soccer Jamboree vs FZW - 4:00 PM \n* Teams will play two 35 minute halves\n* Admission is FREE\n* W…'
 'RT @ZumSouth: March 16 Activities\n\nV Girls Soccer Jamboree vs FZW - 4:00 PM \n* Teams will play two 35 minute halves\n* Admission is FREE\n* W…']",['@GovParsonMO Rural MO waits with baited breath for the Governor Hee Haw’s Mask Free Ho Down lineup announcement 🎵🎵🎵'],or the Governor Hee Haw’s Mask Free Ho Down lineup announcement 🎵🎵🎵'],'govparsonmo rural mo waits with baited breath for the governor hee haws mask free ho down lineup announcement ']
10,St. Louis County MO,"['Our kids need to be back in school immediately. Businesses need to be given free reign to operate. Remove mask, social distancing mandates along with occupancy and hour reductions. No data supports continuing these measures. All data supports opening up completely right now. https://t.co/Q9CEmRIv6g']","['@GovParsonMO Rural MO waits with baited breath for the Governor Hee Haw’s Mask Free Ho Down lineup announcement 🎵🎵🎵'
 'Our kids need to be back in school immediately. Businesses need to be given free reign to operate. Remove mask, social distancing mandates along with occupancy and hour reductions. No data supports continuing these measures. All data supports opening up completely right now. https://t.co/Q9CEmRIv6g'
 ""3-17 Activities\n\nBoys Volleyball Scrimmage vs FZN - 4 PM\n\n* Admission - FREE\n* Wear a Mask\n* Social Distance\n\nLet's GO Dogs!""
 'RT @ZumSouth: March 16 Activities\n\nV Girls Soccer Jamboree vs FZW - 4:00 PM \n* Teams will play two 35 minute halves\n* Admission is FREE\n* W…'
 'RT @ZumSouth: March 16 Activities\n\nV Girls Soccer Jamboree vs FZW - 4:00 PM \n* Teams will play two 35 minute halves\n* Admission is FREE\n* W…']","['Our kids need to be back in school immediately. Businesses need to be given free reign to operate. Remove mask, social distancing mandates along with occupancy and hour reductions. No data supports continuing these measures. All data supports opening up completely right now. https://t.co/Q9CEmRIv6g']","Businesses need to be given free reign to operate. Remove mask, social distancing mandates along with occupancy and hour reductions. No data supports continuing these measures. All data supports opening up completely right now. https://t.co/Q9CEmRIv6g']",'our kids need to be back in school immediately businesses need to be given free reign to operate remove mask social distancing mandates along with occupancy and hour reductions no data supports continuing these measures all data supports opening up completely right now 
10,St. Louis County MO,"[""3-17 Activities\n\nBoys Volleyball Scrimmage vs FZN - 4 PM\n\n* Admission - FREE\n* Wear a Mask\n* Social Distance\n\nLet's GO Dogs!""]","['@GovParsonMO Rural MO waits with baited breath for the Governor Hee Haw’s Mask Free Ho Down lineup announcement 🎵🎵🎵'
 'Our kids need to be back in school immediately. Businesses need to be given free reign to operate. Remove mask, social distancing mandates along with occupancy and hour reductions. No data supports continuing these measures. All data supports opening up completely right now. https://t.co/Q9CEmRIv6g'
 ""3-17 Activities\n\nBoys Volleyball Scrimmage vs FZN - 4 PM\n\n* Admission - FREE\n* Wear a Mask\n* Social Distance\n\nLet's GO Dogs!""
 'RT @ZumSouth: March 16 Activities\n\nV Girls Soccer Jamboree vs FZW - 4:00 PM \n* Teams will play two 35 minute halves\n* Admission is FREE\n* W…'
 'RT @ZumSouth: March 16 Activities\n\nV Girls Soccer Jamboree vs FZW - 4:00 PM \n* Teams will play two 35 minute halves\n* Admission is FREE\n* W…']","[""3-17 Activities\n\nBoys Volleyball Scrimmage vs FZN - 4 PM\n\n* Admission - FREE\n* Wear a Mask\n* Social Distance\n\nLet's GO Dogs!""]","FZN - 4 PM\n\n* Admission - FREE\n* Wear a Mask\n* Social Distance\n\nLet's GO Dogs!""]",- activities\n\nboys volleyball scrimmage vs fzn -  pm\n\n admission - free\n wear a mask\n social distance\n\nlet's go dogs]
10,St. Louis County MO,['RT @ZumSouth: March 16 Activities\n\nV Girls Soccer Jamboree vs FZW - 4:00 PM \n* Teams will play two 35 minute halves\n* Admission is FREE\n* W…'],"['@GovParsonMO Rural MO waits with baited breath for the Governor Hee Haw’s Mask Free Ho Down lineup announcement 🎵🎵🎵'
 'Our kids need to be back in school immediately. Businesses need to be given free reign to operate. Remove mask, social distancing mandates along with occupancy and hour reductions. No data supports continuing these measures. All data supports opening up completely right now. https://t.co/Q9CEmRIv6g'
 ""3-17 Activities\n\nBoys Volleyball Scrimmage vs FZN - 4 PM\n\n* Admission - FREE\n* Wear a Mask\n* Social Distance\n\nLet's GO Dogs!""
 'RT @ZumSouth: March 16 Activities\n\nV Girls Soccer Jamboree vs FZW - 4:00 PM \n* Teams will play two 35 minute halves\n* Admission is FREE\n* W…'
 'RT @ZumSouth: March 16 Activities\n\nV Girls Soccer Jamboree vs FZW - 4:00 PM \n* Teams will play two 35 minute halves\n* Admission is FREE\n* W…']",['RT @ZumSouth: March 16 Activities\n\nV Girls Soccer Jamboree vs FZW - 4:00 PM \n* Teams will play two 35 minute halves\n* Admission is FREE\n* W…'],cer Jamboree vs FZW - 4:00 PM \n* Teams will play two 35 minute halves\n* Admission is FREE\n* W…'],'rt zumsouth: march  activities\n\nv girls soccer jamboree vs fzw - : pm \n teams will play two  minute halves\n admission is free\n w']
11,Milwaukee County WI,"[""RT @wlsam890: Manny's Deli is making a deal with the city; if they can go 30 days without having to remind a customer to wear a mask they w…""]","[""RT @wlsam890: Manny's Deli is making a deal with the city; if they can go 30 days without having to remind a customer to wear a mask they w…""
 ""Manny's Deli is making a deal with the city; if they can go 30 days without having to remind a customer to wear a mask they will give out free sandwiches for a whole day. @mannysdeli Co-owner Dan Raskin joins @JohnHowellWLS to explain the details. https://t.co/grRizETmy1""
 '@patriottakes @mama_c2 @mtgreenee @Holly_4Congress The same hood rat that always wears the ""Free Speech"" mask! Oh, that\'s classic. 😂'
 'Thank God we can finally fly on American Airlines mask free!! You ready to match offers Delta? @AmericanAir @Delta https://t.co/Zh3lNK7J4h'
 '@chamberschild @CraigDMauger There you go with ‘white male’ labeling. Whatever. Done with your narrative. Mask up, stay in your basement, wear a mask alone while driving or do whatever you MSM watching fear mongering people do. The rest of are going to live our lives fear free. Good bye. 🐑🐑🐑']","[""RT @wlsam890: Manny's Deli is making a deal with the city; if they can go 30 days without having to remind a customer to wear a mask they w…""]"," the city; if they can go 30 days without having to remind a customer to wear a mask they w…""]",rt wlsam: manny's deli is making a deal with the city; if they can go  days without having to remind a customer to wear a mask they w]
11,Milwaukee County WI,"[""Manny's Deli is making a deal with the city; if they can go 30 days without having to remind a customer to wear a mask they will give out free sandwiches for a whole day. @mannysdeli Co-owner Dan Raskin joins @JohnHowellWLS to explain the details. https://t.co/grRizETmy1""]","[""RT @wlsam890: Manny's Deli is making a deal with the city; if they can go 30 days without having to remind a customer to wear a mask they w…""
 ""Manny's Deli is making a deal with the city; if they can go 30 days without having to remind a customer to wear a mask they will give out free sandwiches for a whole day. @mannysdeli Co-owner Dan Raskin joins @JohnHowellWLS to explain the details. https://t.co/grRizETmy1""
 '@patriottakes @mama_c2 @mtgreenee @Holly_4Congress The same hood rat that always wears the ""Free Speech"" mask! Oh, that\'s classic. 😂'
 'Thank God we can finally fly on American Airlines mask free!! You ready to match offers Delta? @AmericanAir @Delta https://t.co/Zh3lNK7J4h'
 '@chamberschild @CraigDMauger There you go with ‘white male’ labeling. Whatever. Done with your narrative. Mask up, stay in your basement, wear a mask alone while driving or do whatever you MSM watching fear mongering people do. The rest of are going to live our lives fear free. Good bye. 🐑🐑🐑']","[""Manny's Deli is making a deal with the city; if they can go 30 days without having to remind a customer to wear a mask they will give out free sandwiches for a whole day. @mannysdeli Co-owner Dan Raskin joins @JohnHowellWLS to explain the details. https://t.co/grRizETmy1""]","they can go 30 days without having to remind a customer to wear a mask they will give out free sandwiches for a whole day. @mannysdeli Co-owner Dan Raskin joins @JohnHowellWLS to explain the details. https://t.co/grRizETmy1""]",manny's deli is making a deal with the city; if they can go  days without having to remind a customer to wear a mask they will give out free sandwiches for a whole day mannysdeli co-owner dan raskin joins johnhowellwls to explain the details 
11,Milwaukee County WI,"['@patriottakes @mama_c2 @mtgreenee @Holly_4Congress The same hood rat that always wears the ""Free Speech"" mask! Oh, that\'s classic. 😂']","[""RT @wlsam890: Manny's Deli is making a deal with the city; if they can go 30 days without having to remind a customer to wear a mask they w…""
 ""Manny's Deli is making a deal with the city; if they can go 30 days without having to remind a customer to wear a mask they will give out free sandwiches for a whole day. @mannysdeli Co-owner Dan Raskin joins @JohnHowellWLS to explain the details. https://t.co/grRizETmy1""
 '@patriottakes @mama_c2 @mtgreenee @Holly_4Congress The same hood rat that always wears the ""Free Speech"" mask! Oh, that\'s classic. 😂'
 'Thank God we can finally fly on American Airlines mask free!! You ready to match offers Delta? @AmericanAir @Delta https://t.co/Zh3lNK7J4h'
 '@chamberschild @CraigDMauger There you go with ‘white male’ labeling. Whatever. Done with your narrative. Mask up, stay in your basement, wear a mask alone while driving or do whatever you MSM watching fear mongering people do. The rest of are going to live our lives fear free. Good bye. 🐑🐑🐑']","['@patriottakes @mama_c2 @mtgreenee @Holly_4Congress The same hood rat that always wears the ""Free Speech"" mask! Oh, that\'s classic. 😂']","ss The same hood rat that always wears the ""Free Speech"" mask! Oh, that\'s classic. 😂']",'patriottakes mamac mtgreenee hollycongress the same hood rat that always wears the free speech mask oh that\'s classic ']
11,Milwaukee County WI,['Thank God we can finally fly on American Airlines mask free!! You ready to match offers Delta? @AmericanAir @Delta https://t.co/Zh3lNK7J4h'],"[""RT @wlsam890: Manny's Deli is making a deal with the city; if they can go 30 days without having to remind a customer to wear a mask they w…""
 ""Manny's Deli is making a deal with the city; if they can go 30 days without having to remind a customer to wear a mask they will give out free sandwiches for a whole day. @mannysdeli Co-owner Dan Raskin joins @JohnHowellWLS to explain the details. https://t.co/grRizETmy1""
 '@patriottakes @mama_c2 @mtgreenee @Holly_4Congress The same hood rat that always wears the ""Free Speech"" mask! Oh, that\'s classic. 😂'
 'Thank God we can finally fly on American Airlines mask free!! You ready to match offers Delta? @AmericanAir @Delta https://t.co/Zh3lNK7J4h'
 '@chamberschild @CraigDMauger There you go with ‘white male’ labeling. Whatever. Done with your narrative. Mask up, stay in your basement, wear a mask alone while driving or do whatever you MSM watching fear mongering people do. The rest of are going to live our lives fear free. Good bye. 🐑🐑🐑']",['Thank God we can finally fly on American Airlines mask free!! You ready to match offers Delta? @AmericanAir @Delta https://t.co/Zh3lNK7J4h'],s mask free!! You ready to match offers Delta? @AmericanAir @Delta https://t.co/Zh3lNK7J4h'],'thank god we can finally fly on american airlines mask free you ready to match offers delta americanair delta 
11,Milwaukee County WI,"['@chamberschild @CraigDMauger There you go with ‘white male’ labeling. Whatever. Done with your narrative. Mask up, stay in your basement, wear a mask alone while driving or do whatever you MSM watching fear mongering people do. The rest of are going to live our lives fear free. Good bye. 🐑🐑🐑']","[""RT @wlsam890: Manny's Deli is making a deal with the city; if they can go 30 days without having to remind a customer to wear a mask they w…""
 ""Manny's Deli is making a deal with the city; if they can go 30 days without having to remind a customer to wear a mask they will give out free sandwiches for a whole day. @mannysdeli Co-owner Dan Raskin joins @JohnHowellWLS to explain the details. https://t.co/grRizETmy1""
 '@patriottakes @mama_c2 @mtgreenee @Holly_4Congress The same hood rat that always wears the ""Free Speech"" mask! Oh, that\'s classic. 😂'
 'Thank God we can finally fly on American Airlines mask free!! You ready to match offers Delta? @AmericanAir @Delta https://t.co/Zh3lNK7J4h'
 '@chamberschild @CraigDMauger There you go with ‘white male’ labeling. Whatever. Done with your narrative. Mask up, stay in your basement, wear a mask alone while driving or do whatever you MSM watching fear mongering people do. The rest of are going to live our lives fear free. Good bye. 🐑🐑🐑']","['@chamberschild @CraigDMauger There you go with ‘white male’ labeling. Whatever. Done with your narrative. Mask up, stay in your basement, wear a mask alone while driving or do whatever you MSM watching fear mongering people do. The rest of are going to live our lives fear free. Good bye. 🐑🐑🐑']","white male’ labeling. Whatever. Done with your narrative. Mask up, stay in your basement, wear a mask alone while driving or do whatever you MSM watching fear mongering people do. The rest of are going to live our lives fear free. Good bye. 🐑🐑🐑']",'chamberschild craigdmauger there you go with white male labeling whatever done with your narrative mask up stay in your basement wear a mask alone while driving or do whatever you msm watching fear mongering people do the rest of are going to live our lives fear free good bye ']
12,Denver County CO,['Look folks it may not be as classy as Drinking Straw with Glasses from SkyMall. But a new annual membership gets our ski&amp;sun gaiter for free https://t.co/zwb92FBh7K https://t.co/3anEs6ndgl'],"['Look folks it may not be as classy as Drinking Straw with Glasses from SkyMall. But a new annual membership gets our ski&amp;sun gaiter for free https://t.co/zwb92FBh7K https://t.co/3anEs6ndgl'
 'Mask CLEARANCE!!\nBut a CLEAR Metro mask and get a free CLEAR ScubaPro Phoenix Dry Snorkel. https://t.co/tJl2OzoGGM'
 'Remember the land of the free and the home of the brave?  What happened?  This took place in NYC (of course).\n\nhttps://t.co/2eL8T4N11C'
 'RT @JBStonestreet: Mississippi third-grader Lydia Booth has to wear a face mask to school. But when Lydia donned her favorite mask, with th…'
 'RT @subsix848: @fatherofyr @bergerbell It\'s coming. The public health community is already ""prepping the battlefield"" for conditioning norm…']",['Look folks it may not be as classy as Drinking Straw with Glasses from SkyMall. But a new annual membership gets our ski&amp;sun gaiter for free https://t.co/zwb92FBh7K https://t.co/3anEs6ndgl'],traw with Glasses from SkyMall. But a new annual membership gets our ski&amp;sun gaiter for free https://t.co/zwb92FBh7K https://t.co/3anEs6ndgl'],'look folks it may not be as classy as drinking straw with glasses from skymall but a new annual membership gets our skisun gaiter for free  
12,Denver County CO,['Mask CLEARANCE!!\nBut a CLEAR Metro mask and get a free CLEAR ScubaPro Phoenix Dry Snorkel. https://t.co/tJl2OzoGGM'],"['Look folks it may not be as classy as Drinking Straw with Glasses from SkyMall. But a new annual membership gets our ski&amp;sun gaiter for free https://t.co/zwb92FBh7K https://t.co/3anEs6ndgl'
 'Mask CLEARANCE!!\nBut a CLEAR Metro mask and get a free CLEAR ScubaPro Phoenix Dry Snorkel. https://t.co/tJl2OzoGGM'
 'Remember the land of the free and the home of the brave?  What happened?  This took place in NYC (of course).\n\nhttps://t.co/2eL8T4N11C'
 'RT @JBStonestreet: Mississippi third-grader Lydia Booth has to wear a face mask to school. But when Lydia donned her favorite mask, with th…'
 'RT @subsix848: @fatherofyr @bergerbell It\'s coming. The public health community is already ""prepping the battlefield"" for conditioning norm…']",['Mask CLEARANCE!!\nBut a CLEAR Metro mask and get a free CLEAR ScubaPro Phoenix Dry Snorkel. https://t.co/tJl2OzoGGM'], a free CLEAR ScubaPro Phoenix Dry Snorkel. https://t.co/tJl2OzoGGM'],'mask clearance\nbut a clear metro mask and get a free clear scubapro phoenix dry snorkel 
12,Denver County CO,['Remember the land of the free and the home of the brave?  What happened?  This took place in NYC (of course).\n\nhttps://t.co/2eL8T4N11C'],"['Look folks it may not be as classy as Drinking Straw with Glasses from SkyMall. But a new annual membership gets our ski&amp;sun gaiter for free https://t.co/zwb92FBh7K https://t.co/3anEs6ndgl'
 'Mask CLEARANCE!!\nBut a CLEAR Metro mask and get a free CLEAR ScubaPro Phoenix Dry Snorkel. https://t.co/tJl2OzoGGM'
 'Remember the land of the free and the home of the brave?  What happened?  This took place in NYC (of course).\n\nhttps://t.co/2eL8T4N11C'
 'RT @JBStonestreet: Mississippi third-grader Lydia Booth has to wear a face mask to school. But when Lydia donned her favorite mask, with th…'
 'RT @subsix848: @fatherofyr @bergerbell It\'s coming. The public health community is already ""prepping the battlefield"" for conditioning norm…']",['Remember the land of the free and the home of the brave?  What happened?  This took place in NYC (of course).\n\nhttps://t.co/2eL8T4N11C'],e brave?  What happened?  This took place in NYC (of course).\n\nhttps://t.co/2eL8T4N11C'],'remember the land of the free and the home of the brave  what happened  this took place in nyc (of course)\n\n
12,Denver County CO,"['RT @JBStonestreet: Mississippi third-grader Lydia Booth has to wear a face mask to school. But when Lydia donned her favorite mask, with th…']","['Look folks it may not be as classy as Drinking Straw with Glasses from SkyMall. But a new annual membership gets our ski&amp;sun gaiter for free https://t.co/zwb92FBh7K https://t.co/3anEs6ndgl'
 'Mask CLEARANCE!!\nBut a CLEAR Metro mask and get a free CLEAR ScubaPro Phoenix Dry Snorkel. https://t.co/tJl2OzoGGM'
 'Remember the land of the free and the home of the brave?  What happened?  This took place in NYC (of course).\n\nhttps://t.co/2eL8T4N11C'
 'RT @JBStonestreet: Mississippi third-grader Lydia Booth has to wear a face mask to school. But when Lydia donned her favorite mask, with th…'
 'RT @subsix848: @fatherofyr @bergerbell It\'s coming. The public health community is already ""prepping the battlefield"" for conditioning norm…']","['RT @JBStonestreet: Mississippi third-grader Lydia Booth has to wear a face mask to school. But when Lydia donned her favorite mask, with th…']","a Booth has to wear a face mask to school. But when Lydia donned her favorite mask, with th…']",'rt jbstonestreet: mississippi third-grader lydia booth has to wear a face mask to school but when lydia donned her favorite mask with th']
12,Denver County CO,"['RT @subsix848: @fatherofyr @bergerbell It\'s coming. The public health community is already ""prepping the battlefield"" for conditioning norm…']","['Look folks it may not be as classy as Drinking Straw with Glasses from SkyMall. But a new annual membership gets our ski&amp;sun gaiter for free https://t.co/zwb92FBh7K https://t.co/3anEs6ndgl'
 'Mask CLEARANCE!!\nBut a CLEAR Metro mask and get a free CLEAR ScubaPro Phoenix Dry Snorkel. https://t.co/tJl2OzoGGM'
 'Remember the land of the free and the home of the brave?  What happened?  This took place in NYC (of course).\n\nhttps://t.co/2eL8T4N11C'
 'RT @JBStonestreet: Mississippi third-grader Lydia Booth has to wear a face mask to school. But when Lydia donned her favorite mask, with th…'
 'RT @subsix848: @fatherofyr @bergerbell It\'s coming. The public health community is already ""prepping the battlefield"" for conditioning norm…']","['RT @subsix848: @fatherofyr @bergerbell It\'s coming. The public health community is already ""prepping the battlefield"" for conditioning norm…']","ing. The public health community is already ""prepping the battlefield"" for conditioning norm…']",'rt subsix: fatherofyr bergerbell it\'s coming the public health community is already prepping the battlefield for conditioning norm']
13,Orange County CA,"[""@scorpiobaee818 Can't wait till were allowed to live mask free again , hate not being able to see faces lol I feel like I be getting catfished lol""]","[""@scorpiobaee818 Can't wait till were allowed to live mask free again , hate not being able to see faces lol I feel like I be getting catfished lol""
 ""RT @wellbeingwr1: From behind the Mask is a Community Quilt project that connects our community in a time when we can't physically gather.…""
 '[manager in a meeting with a mask around chin] yeah feel free to eat at your desk or whatever also everyone is back in the office next week'
 'Late lunch....free Jameson shot and mask because I’m alone. 🤪 #HappyStPatricksDay🍀 https://t.co/745fYZOL3W'
 'as free as a ppe mask in the wind https://t.co/HHZVKuZMQt']","[""@scorpiobaee818 Can't wait till were allowed to live mask free again , hate not being able to see faces lol I feel like I be getting catfished lol""]","live mask free again , hate not being able to see faces lol I feel like I be getting catfished lol""]",scorpiobaee can't wait till were allowed to live mask free again  hate not being able to see faces lol i feel like i be getting catfished lol]
13,Orange County CA,"[""RT @wellbeingwr1: From behind the Mask is a Community Quilt project that connects our community in a time when we can't physically gather.…""]","[""@scorpiobaee818 Can't wait till were allowed to live mask free again , hate not being able to see faces lol I feel like I be getting catfished lol""
 ""RT @wellbeingwr1: From behind the Mask is a Community Quilt project that connects our community in a time when we can't physically gather.…""
 '[manager in a meeting with a mask around chin] yeah feel free to eat at your desk or whatever also everyone is back in the office next week'
 'Late lunch....free Jameson shot and mask because I’m alone. 🤪 #HappyStPatricksDay🍀 https://t.co/745fYZOL3W'
 'as free as a ppe mask in the wind https://t.co/HHZVKuZMQt']","[""RT @wellbeingwr1: From behind the Mask is a Community Quilt project that connects our community in a time when we can't physically gather.…""]","unity Quilt project that connects our community in a time when we can't physically gather.…""]",rt wellbeingwr: from behind the mask is a community quilt project that connects our community in a time when we can't physically gather]
